Disease,ChemicalName,ChemicalID,CasRN,tier,InferenceGeneSymbol,InferenceScore,gene_count,PubMedIDs
Asthma,2-tert-butylhydroquinone,C018855,1948-33-0,gene_inferred,IL13,60.49,24,22867017
Asthma,2-tert-butylhydroquinone,C018855,1948-33-0,gene_inferred,IL1B,60.49,24,9176529
Asthma,2-tert-butylhydroquinone,C018855,1948-33-0,gene_inferred,IL4,60.49,24,18357729|33861987
Asthma,2-tert-butylhydroquinone,C018855,1948-33-0,gene_inferred,IL5,60.49,24,23266719|7540862
Asthma,2-tert-butylhydroquinone,C018855,1948-33-0,gene_inferred,IL6,60.49,24,29902480
Asthma,2-tert-butylhydroquinone,C018855,1948-33-0,gene_inferred,NOS2,60.49,24,19800904
Asthma,2-tert-butylhydroquinone,C018855,1948-33-0,gene_inferred,NQO1,60.49,24,20049212
Asthma,2-tert-butylhydroquinone,C018855,1948-33-0,gene_inferred,PARP1,60.49,24,18261157
Asthma,2-tert-butylhydroquinone,C018855,1948-33-0,gene_inferred,PTEN,60.49,24,17982072
Asthma,2-tert-butylhydroquinone,C018855,1948-33-0,gene_inferred,SOD1,60.49,24,22867017
Asthma,2-tert-butylhydroquinone,C018855,1948-33-0,gene_inferred,SOD2,60.49,24,28208751
Asthma,2-tert-butylhydroquinone,C018855,1948-33-0,gene_inferred,TBX21,60.49,24,15806396
Asthma,2-tert-butylhydroquinone,C018855,1948-33-0,gene_inferred,TNF,60.49,24,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,2-tert-butylhydroquinone,C018855,1948-33-0,gene_inferred,VEGFA,60.49,24,11907124|15201500|19263519
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,AGER,60.47,26,33075463
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,CCL11,60.47,26,
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,CCL2,60.47,26,19373627
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,CCL5,60.47,26,8534483
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,CTLA4,60.47,26,28807506
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,GSTM1,60.47,26,16870661|18988661
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,GSTP1,60.47,26,11994713|16870661|18988661|24117884|29411558
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,HLA-DQB1,60.47,26,10792356
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,ICAM1,60.47,26,17014439|25003170
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,IL10,60.47,26,29317916
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,IL13,60.47,26,22867017
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,IL1B,60.47,26,9176529
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,IL1RL1,60.47,26,19198610|21150878|21804549|24241537|27472835
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,IL33,60.47,26,19198610|21804549|24241537|27472835|29067999
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,IL4,60.47,26,18357729|33861987
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,IL5,60.47,26,23266719|7540862
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,IL6,60.47,26,29902480
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,KRT19,60.47,26,15478392
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,MMP9,60.47,26,11742282|15131573
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,NAT1,60.47,26,31809667
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,NOS2,60.47,26,19800904
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,PTEN,60.47,26,17982072
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,TGFB1,60.47,26,16365456|19138248
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,TNF,60.47,26,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,TSLP,60.47,26,21804549
Asthma,"Toluene 2,4-Diisocyanate",D014051,584-84-9,gene_inferred,VEGFA,60.47,26,11907124|15201500|19263519
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,ALDH2,58.45,25,11506308|9600491
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,BCL2,58.45,25,18357729
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,BGLAP,58.45,25,8429434
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,CCL2,58.45,25,19373627
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,CCL5,58.45,25,8534483
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,CD14,58.45,25,17607003
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,CYP2E1,58.45,25,28807506
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,HMOX1,58.45,25,18048809
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,HSD11B2,58.45,25,11932298
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,ICAM1,58.45,25,17014439|25003170
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,IL10,58.45,25,29317916
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,IL1B,58.45,25,9176529
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,IL4,58.45,25,18357729|33861987
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,IL5,58.45,25,23266719|7540862
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,IL6,58.45,25,29902480
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,MMP1,58.45,25,24469321
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,MMP9,58.45,25,11742282|15131573
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,NOS2,58.45,25,19800904
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,PLAU,58.45,25,21912604
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,SOD1,58.45,25,22867017
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,SOD2,58.45,25,28208751
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,TGFB1,58.45,25,16365456|19138248
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,TNF,58.45,25,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,TRPA1,58.45,25,19458046
Asthma,pyrrolidine dithiocarbamic acid,C020972,25769-03-3,gene_inferred,TSLP,58.45,25,21804549
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,AGER,58.31,21,33075463
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,ARG1,58.31,21,19281908|19800904
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,BCL2,58.31,21,18357729
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,CCL2,58.31,21,19373627
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,HMOX1,58.31,21,18048809
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,HSD11B2,58.31,21,11932298
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,ICAM1,58.31,21,17014439|25003170
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,IL10,58.31,21,29317916
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,IL1B,58.31,21,9176529
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,IL4,58.31,21,18357729|33861987
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,IL6,58.31,21,29902480
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,MMP9,58.31,21,11742282|15131573
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,NOS2,58.31,21,19800904
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,NQO1,58.31,21,20049212
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,PARP1,58.31,21,18261157
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,PLAU,58.31,21,21912604
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,PTEN,58.31,21,17982072
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,SOD2,58.31,21,28208751
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,TGFB1,58.31,21,16365456|19138248
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,TNF,58.31,21,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,2-chloro-5-nitrobenzanilide,C457499,,gene_inferred,VEGFA,58.31,21,11907124|15201500|19263519
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,AREG,58.18,21,15696081
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,CAT,58.18,21,18048809
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,CYP2E1,58.18,21,28807506
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,EDN1,58.18,21,16981460
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,FOXP3,58.18,21,27965764|29317916
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,HMOX1,58.18,21,18048809
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,ICAM1,58.18,21,17014439|25003170
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,IL10,58.18,21,29317916
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,IL13,58.18,21,22867017
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,IL1B,58.18,21,9176529
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,IL1RL1,58.18,21,19198610|21150878|21804549|24241537|27472835
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,IL33,58.18,21,19198610|21804549|24241537|27472835|29067999
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,IL4,58.18,21,18357729|33861987
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,IL6,58.18,21,29902480
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,MMP9,58.18,21,11742282|15131573
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,NOS2,58.18,21,19800904
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,PLA2G7,58.18,21,10733466
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,PTEN,58.18,21,17982072
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,SOD1,58.18,21,22867017
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,SOD2,58.18,21,28208751
Asthma,Carbon Monoxide,D002248,630-08-0,gene_inferred,TNF,58.18,21,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,AREG,57.99,26,15696081
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,BCL2,57.99,26,18357729
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,CAT,57.99,26,18048809
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,CCL2,57.99,26,19373627
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,CCL5,57.99,26,8534483
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,EDN1,57.99,26,16981460
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,HMOX1,57.99,26,18048809
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,HSD11B2,57.99,26,11932298
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,ICAM1,57.99,26,17014439|25003170
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,IL10,57.99,26,29317916
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,IL13,57.99,26,22867017
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,IL1B,57.99,26,9176529
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,IL1RN,57.99,26,9176529
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,IL4,57.99,26,18357729|33861987
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,IL5,57.99,26,23266719|7540862
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,IL6,57.99,26,29902480
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,MMP9,57.99,26,11742282|15131573
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,NOS2,57.99,26,19800904
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,OVAL,57.99,26,22733167|24950052|25739523|26549244|28529457
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,PARP1,57.99,26,18261157
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,PTEN,57.99,26,17982072
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,SOD2,57.99,26,28208751
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,TBX21,57.99,26,15806396
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,TGFB1,57.99,26,16365456|19138248
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,TNF,57.99,26,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,Dinoprostone,D015232,363-24-6,gene_inferred,VEGFA,57.99,26,11907124|15201500|19263519
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,AGER,57.44,30,33075463
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,ARG2,57.44,30,19281908
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,BCL2,57.44,30,18357729
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,BGLAP,57.44,30,8429434
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,CAT,57.44,30,18048809
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,CCL11,57.44,30,
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,CCL2,57.44,30,19373627
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,CCL5,57.44,30,8534483
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,CYP2E1,57.44,30,28807506
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,EDN1,57.44,30,16981460
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,GSTM1,57.44,30,16870661|18988661
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,GSTP1,57.44,30,11994713|16870661|18988661|24117884|29411558
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,HMOX1,57.44,30,18048809
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,ICAM1,57.44,30,17014439|25003170
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,IL1B,57.44,30,9176529
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,IL4,57.44,30,18357729|33861987
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,IL6,57.44,30,29902480
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,MMP1,57.44,30,24469321
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,MMP10,57.44,30,16926187
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,MMP9,57.44,30,11742282|15131573
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,NOS2,57.44,30,19800904
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,NQO1,57.44,30,20049212
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,PARP1,57.44,30,18261157
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,PLAU,57.44,30,21912604
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,PTEN,57.44,30,17982072
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,SOD1,57.44,30,22867017
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,SOD2,57.44,30,28208751
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,TGFB1,57.44,30,16365456|19138248
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,TNF,57.44,30,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,gene_inferred,VEGFA,57.44,30,11907124|15201500|19263519
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,AGER,57.03,20,33075463
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,BCL2,57.03,20,18357729
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,CAT,57.03,20,18048809
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,CCL2,57.03,20,19373627
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,CCL5,57.03,20,8534483
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,CYP2E1,57.03,20,28807506
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,GSTP1,57.03,20,11994713|16870661|18988661|24117884|29411558
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,HMOX1,57.03,20,18048809
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,IL10,57.03,20,29317916
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,IL1B,57.03,20,9176529
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,IL1RN,57.03,20,9176529
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,IL4,57.03,20,18357729|33861987
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,IL6,57.03,20,29902480
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,MMP10,57.03,20,16926187
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,MMP9,57.03,20,11742282|15131573
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,NOS2,57.03,20,19800904
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,NQO1,57.03,20,20049212
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,SOD1,57.03,20,22867017
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,TNF,57.03,20,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,Eicosapentaenoic Acid,D015118,1553-41-9,gene_inferred,VEGFA,57.03,20,11907124|15201500|19263519
Asthma,iodopravadoline,C094023,,gene_inferred,ARG1,56.41,17,19281908|19800904
Asthma,iodopravadoline,C094023,,gene_inferred,BCL2,56.41,17,18357729
Asthma,iodopravadoline,C094023,,gene_inferred,BGLAP,56.41,17,8429434
Asthma,iodopravadoline,C094023,,gene_inferred,CAT,56.41,17,18048809
Asthma,iodopravadoline,C094023,,gene_inferred,HMOX1,56.41,17,18048809
Asthma,iodopravadoline,C094023,,gene_inferred,HTR2A,56.41,17,25322896
Asthma,iodopravadoline,C094023,,gene_inferred,ICAM1,56.41,17,17014439|25003170
Asthma,iodopravadoline,C094023,,gene_inferred,IL10,56.41,17,29317916
Asthma,iodopravadoline,C094023,,gene_inferred,IL1B,56.41,17,9176529
Asthma,iodopravadoline,C094023,,gene_inferred,IL1RL1,56.41,17,19198610|21150878|21804549|24241537|27472835
Asthma,iodopravadoline,C094023,,gene_inferred,IL4,56.41,17,18357729|33861987
Asthma,iodopravadoline,C094023,,gene_inferred,IL6,56.41,17,29902480
Asthma,iodopravadoline,C094023,,gene_inferred,NOS2,56.41,17,19800904
Asthma,iodopravadoline,C094023,,gene_inferred,PARP1,56.41,17,18261157
Asthma,iodopravadoline,C094023,,gene_inferred,TGFB1,56.41,17,16365456|19138248
Asthma,iodopravadoline,C094023,,gene_inferred,TNF,56.41,17,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,iodopravadoline,C094023,,gene_inferred,VEGFA,56.41,17,11907124|15201500|19263519
Asthma,Melatonin,D008550,73-31-4,gene_inferred,AGER,55.54,32,33075463
Asthma,Melatonin,D008550,73-31-4,gene_inferred,ARG1,55.54,32,19281908|19800904
Asthma,Melatonin,D008550,73-31-4,gene_inferred,BCL2,55.54,32,18357729
Asthma,Melatonin,D008550,73-31-4,gene_inferred,BGLAP,55.54,32,8429434
Asthma,Melatonin,D008550,73-31-4,gene_inferred,CAT,55.54,32,18048809
Asthma,Melatonin,D008550,73-31-4,gene_inferred,CCL2,55.54,32,19373627
Asthma,Melatonin,D008550,73-31-4,gene_inferred,CCL5,55.54,32,8534483
Asthma,Melatonin,D008550,73-31-4,gene_inferred,CD14,55.54,32,17607003
Asthma,Melatonin,D008550,73-31-4,gene_inferred,CYP2E1,55.54,32,28807506
Asthma,Melatonin,D008550,73-31-4,gene_inferred,GSTM1,55.54,32,16870661|18988661
Asthma,Melatonin,D008550,73-31-4,gene_inferred,GSTP1,55.54,32,11994713|16870661|18988661|24117884|29411558
Asthma,Melatonin,D008550,73-31-4,gene_inferred,HMOX1,55.54,32,18048809
Asthma,Melatonin,D008550,73-31-4,gene_inferred,IL10,55.54,32,29317916
Asthma,Melatonin,D008550,73-31-4,gene_inferred,IL13,55.54,32,22867017
Asthma,Melatonin,D008550,73-31-4,gene_inferred,IL1B,55.54,32,9176529
Asthma,Melatonin,D008550,73-31-4,gene_inferred,IL4,55.54,32,18357729|33861987
Asthma,Melatonin,D008550,73-31-4,gene_inferred,IL5,55.54,32,23266719|7540862
Asthma,Melatonin,D008550,73-31-4,gene_inferred,IL6,55.54,32,29902480
Asthma,Melatonin,D008550,73-31-4,gene_inferred,KRT19,55.54,32,15478392
Asthma,Melatonin,D008550,73-31-4,gene_inferred,MMP9,55.54,32,11742282|15131573
Asthma,Melatonin,D008550,73-31-4,gene_inferred,NOS2,55.54,32,19800904
Asthma,Melatonin,D008550,73-31-4,gene_inferred,NQO1,55.54,32,20049212
Asthma,Melatonin,D008550,73-31-4,gene_inferred,OVAL,55.54,32,22733167|24950052|25739523|26549244|28529457
Asthma,Melatonin,D008550,73-31-4,gene_inferred,PARP1,55.54,32,18261157
Asthma,Melatonin,D008550,73-31-4,gene_inferred,PTEN,55.54,32,17982072
Asthma,Melatonin,D008550,73-31-4,gene_inferred,SOD1,55.54,32,22867017
Asthma,Melatonin,D008550,73-31-4,gene_inferred,SOD2,55.54,32,28208751
Asthma,Melatonin,D008550,73-31-4,gene_inferred,STAT4,55.54,32,28807506
Asthma,Melatonin,D008550,73-31-4,gene_inferred,TGFB1,55.54,32,16365456|19138248
Asthma,Melatonin,D008550,73-31-4,gene_inferred,TNF,55.54,32,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,Melatonin,D008550,73-31-4,gene_inferred,TSLP,55.54,32,21804549
Asthma,Melatonin,D008550,73-31-4,gene_inferred,VEGFA,55.54,32,11907124|15201500|19263519
Asthma,chrysin,C043561,480-40-0,gene_inferred,AGER,55.37,22,33075463
Asthma,chrysin,C043561,480-40-0,gene_inferred,BCL2,55.37,22,18357729
Asthma,chrysin,C043561,480-40-0,gene_inferred,CAT,55.37,22,18048809
Asthma,chrysin,C043561,480-40-0,gene_inferred,EDN1,55.37,22,16981460
Asthma,chrysin,C043561,480-40-0,gene_inferred,FOXP3,55.37,22,27965764|29317916
Asthma,chrysin,C043561,480-40-0,gene_inferred,HMOX1,55.37,22,18048809
Asthma,chrysin,C043561,480-40-0,gene_inferred,ICAM1,55.37,22,17014439|25003170
Asthma,chrysin,C043561,480-40-0,gene_inferred,IL10,55.37,22,29317916
Asthma,chrysin,C043561,480-40-0,gene_inferred,IL1B,55.37,22,9176529
Asthma,chrysin,C043561,480-40-0,gene_inferred,IL4,55.37,22,18357729|33861987
Asthma,chrysin,C043561,480-40-0,gene_inferred,IL6,55.37,22,29902480
Asthma,chrysin,C043561,480-40-0,gene_inferred,MMP1,55.37,22,24469321
Asthma,chrysin,C043561,480-40-0,gene_inferred,MMP10,55.37,22,16926187
Asthma,chrysin,C043561,480-40-0,gene_inferred,MMP9,55.37,22,11742282|15131573
Asthma,chrysin,C043561,480-40-0,gene_inferred,NOS2,55.37,22,19800904
Asthma,chrysin,C043561,480-40-0,gene_inferred,NQO1,55.37,22,20049212
Asthma,chrysin,C043561,480-40-0,gene_inferred,PARP1,55.37,22,18261157
Asthma,chrysin,C043561,480-40-0,gene_inferred,PLAU,55.37,22,21912604
Asthma,chrysin,C043561,480-40-0,gene_inferred,TBX21,55.37,22,15806396
Asthma,chrysin,C043561,480-40-0,gene_inferred,TGFB1,55.37,22,16365456|19138248
Asthma,chrysin,C043561,480-40-0,gene_inferred,TNF,55.37,22,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,chrysin,C043561,480-40-0,gene_inferred,VEGFA,55.37,22,11907124|15201500|19263519
Asthma,bardoxolone methyl,C445068,,gene_inferred,ARG1,55.26,19,19281908|19800904
Asthma,bardoxolone methyl,C445068,,gene_inferred,CCL11,55.26,19,
Asthma,bardoxolone methyl,C445068,,gene_inferred,CCL2,55.26,19,19373627
Asthma,bardoxolone methyl,C445068,,gene_inferred,CCL5,55.26,19,8534483
Asthma,bardoxolone methyl,C445068,,gene_inferred,EDN1,55.26,19,16981460
Asthma,bardoxolone methyl,C445068,,gene_inferred,GSTP1,55.26,19,11994713|16870661|18988661|24117884|29411558
