DiseaseName,ChemicalID,ChemicalName,actual_label
Asthma,C000610679,bufei jianpi,0
Asthma,C000623021,3-(pyridin-3-ylsulfonyl)-5-(trifluoromethyl)-2H-chromen-2-one,0
Asthma,C000626046,RU.521,0
Asthma,C000630836,LGM2605,1
Asthma,C001899,triptolide,0
Asthma,C002003,bentazone,0
Asthma,C003237,proxyphylline,0
Asthma,C003330,trospium chloride,0
Asthma,C004600,bufotalin,0
Asthma,C005274,naringin,0
Asthma,C005969,"4,4'-diphenylmethane diisocyanate",1
Asthma,C006780,bisphenol A,1
Asthma,C007734,flunisolide,1
Asthma,C007836,geraniol,1
Asthma,C008450,7-methylguanine,1
Asthma,C008514,methylxanthine,1
Asthma,C009495,titanium dioxide,0
Asthma,C010809,tulobuterol,1
Asthma,C011674,bacampicillin,0
Asthma,C011685,bitolterol,1
Asthma,C011765,troclosene,0
Asthma,C012037,solasodine,1
Asthma,C012260,cyclocreatine,0
Asthma,C012293,tranilast,1
Asthma,C012655,nimesulide,0
Asthma,C015001,arsenite,0
Asthma,C015262,"1,6-hexamethylene diisocyanate",1
Asthma,C015559,trimellitic anhydride,1
Asthma,C017590,oxitropium,1
Asthma,C018511,4-dichlorobenzene,1
Asthma,C021183,"1,7-dimethylxanthine",0
Asthma,C022944,gossypin,0
Asthma,C023616,zinc chromate,0
Asthma,C023617,"pregna-4,17-diene-3,16-dione",0
Asthma,C023898,butylate,1
Asthma,C024070,pycnogenols,1
Asthma,C024746,tobacco tar,0
Asthma,C025256,nonylphenol,0
Asthma,C025759,saikosaponin D,0
Asthma,C027118,didecyldimethylammonium,0
Asthma,C027561,butylbenzyl phthalate,1
Asthma,C027576,4-hydroxy-2-nonenal,0
Asthma,C028007,nickel monoxide,0
Asthma,C028305,syringin,1
Asthma,C029536,2-oxothiazolidine-4-carboxylic acid,0
Asthma,C029797,doxofylline,1
Asthma,C029938,nickel sulfate,0
Asthma,C030583,ceric oxide,0
Asthma,C030809,"fenoterol, ipratropium drug combination",0
Asthma,C030856,pendimethalin,1
Asthma,C030973,cupric oxide,0
Asthma,C030984,pyrene,1
Asthma,C031180,chrysene,0
Asthma,C031181,phenanthrene,1
Asthma,C031278,2-chloroethyl ethyl sulfide,0
Asthma,C031818,"enterotoxin B, staphylococcal",0
Asthma,C032742,triclopyr,0
Asthma,C033146,1-hydroxypyrene,1
Asthma,C034206,Ribomunyl,1
Asthma,C034347,enprofylline,1
Asthma,C034587,CHOP protocol,0
Asthma,C035353,M-BACOD protocol,0
Asthma,C035978,cefbuperazone,0
Asthma,C036251,EPTC,1
Asthma,C036567,perfluorodecanoic acid,0
Asthma,C038459,curdlan,1
Asthma,C041507,1-methylphenanthrene,1
Asthma,C043103,phthalic anhydride,1
Asthma,C043836,naphthalan,0
Asthma,C044101,"endotoxin, Escherichia coli",0
Asthma,C045651,epigallocatechin gallate,1
Asthma,C047681,pranlukast,1
Asthma,C047766,bambuterol,1
Asthma,C048629,strontium chromate,0
Asthma,C048927,"1,5-anhydrofructose",0
Asthma,C051082,beta-eudesmol,0
Asthma,C051309,doqualast,1
Asthma,C053342,brevetoxin,1
Asthma,C055172,N-7-(2-(nitrophenyldithio)ethyl)mitomycin C,0
Asthma,C056165,acetovanillone,0
Asthma,C057710,cefditoren pivoxil,0
Asthma,C058216,perilla seed oil,0
Asthma,C059141,verlukast,1
Asthma,C059528,14-hydroxydocosahexaenoic acid,0
Asthma,C060230,seratrodast,1
Asthma,C060540,polyhexamethyleneguanidine,0
Asthma,C060728,cobalt oxide,0
Asthma,C060980,"phosphatidylinositol 3,4-diphosphate",1
Asthma,C062735,zafirlukast,1
Asthma,C062894,"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",0
Asthma,C062940,quinupristin-dalfopristin,0
Asthma,C063119,ramatroban,0
Asthma,C063449,zileuton,1
Asthma,C066075,vanadium pentoxide,0
Asthma,C068538,liposomal amphotericin B,0
Asthma,C069471,aluminum oxide hydroxide,0
Asthma,C070074,m-ACOD protocol,0
Asthma,C070272,valspodar,0
Asthma,C071005,BUCY-2 protocol,0
Asthma,C075750,8-epi-prostaglandin F2alpha,1
Asthma,C076944,salvianolic acid B,0
Asthma,C076994,perfluorooctane sulfonic acid,1
Asthma,C077110,ambroxol-theophylline-7-acetate,1
Asthma,C080276,mono(2-ethyl-5-oxohexyl)phthalate,0
Asthma,C085278,hydroxysafflor yellow A,0
Asthma,C085514,wogonin,0
Asthma,C087867,"polymeric 4,4'-diphenylmethane diisocyanate",1
Asthma,C088860,"4-((3-bromophenyl)amino)-6,7-dimethoxyquinazoline",0
Asthma,C092704,MINE protocol,0
Asthma,C093230,fexofenadine,0
Asthma,C093875,montelukast,1
Asthma,C094049,apaflurane,1
Asthma,C095476,"theophylline, salbutamol drug combination",1
Asthma,C099445,S 28463,1
Asthma,C101816,perfluoro-n-nonanoic acid,1
Asthma,C105311,FR 173657,1
Asthma,C112381,cysteinyl-leukotriene,1
Asthma,C118790,angiotensin I (1-7),0
Asthma,C121345,desloratadine,0
Asthma,C424423,Roflumilast,1
Asthma,C432165,pyrazolanthrone,1
Asthma,C433247,Cilomilast,1
Asthma,C433788,"lipopolysaccharide, E. coli O26-B6",0
Asthma,C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",0
Asthma,C440499,"lipopolysaccharide, Escherichia coli O111 B4",0
Asthma,C446402,ovalbumin-alum,1
Asthma,C472067,levocetirizine,0
Asthma,C479069,mono(2-ethyl-5-hydroxyhexyl) phthalate,0
Asthma,C492470,fluor-edenite,0
Asthma,C506365,Cyclohexane,0
Asthma,C512161,bisphenol A glucuronide,1
Asthma,C525002,ST2825,0
Asthma,C532967,yupingfeng,0
Asthma,C539252,"3-(2,4-diamino-6-(3-hydroxyphenyl)pteridin-7-yl)phenol",1
Asthma,C542398,PH 797804,0
Asthma,C542859,aclidinium bromide,0
Asthma,C543534,"6-(5-((cyclopropylamino)carbonyl)-3-fluoro-2-methylphenyl)-N-(2,2-dimethylprpyl)-3-pyridinecarboxamide",0
Asthma,C550144,cang er zi wan,0
Asthma,C561691,18(R)-hydroxyeicosapentaenoic acid,0
Asthma,C569762,"N-(1-(3-chloro-4-hydroxyphenyl)-3-(1,1-dimethylethyl)-1H-pyrazol-5-yl)-N'-((2-((3-(2-((2-hydroxyethyl)thio)phenyl)-1,2,4-triazolo(4,3-a)pyridin-6-yl)thio)phenyl)methyl)-urea",0
Asthma,C572629,FPS-ZM1,1
Asthma,C574213,dilmapimod,0
Asthma,C574914,Bu-Fei-Yi-Shen,0
Asthma,C583570,revefenacin,0
Asthma,D000068297,Fluticasone-Salmeterol Drug Combination,1
Asthma,D000068298,Fluticasone,1
Asthma,D000068299,Salmeterol Xinafoate,1
Asthma,D000068338,Everolimus,0
Asthma,D000068437,Pemetrexed,0
Asthma,D000068656,Mometasone Furoate,1
Asthma,D000068677,Sildenafil Citrate,0
Asthma,D000068759,Formoterol Fumarate,1
Asthma,D000069349,Linezolid,0
Asthma,D000069447,Tiotropium Bromide,0
Asthma,D000069470,Venlafaxine Hydrochloride,0
Asthma,D000077143,Docetaxel,0
Asthma,D000077154,Rosiglitazone,0
Asthma,D000077156,Gefitinib,0
Asthma,D000077185,Resveratrol,1
Asthma,D000077209,Decitabine,1
Asthma,D000077213,Lamotrigine,0
Asthma,D000077237,Arsenic Trioxide,1
Asthma,D000077266,Moxifloxacin,0
Asthma,D000077332,Artesunate,1
Asthma,D000077337,Vorinostat,0
Asthma,D000077407,Cilostazol,0
Asthma,D000077547,Crizotinib,0
Asthma,D000077551,Micafungin,0
Asthma,D000077591,Eucalyptol,0
Asthma,D000077731,Meropenem,0
Asthma,D000079,Acetaldehyde,1
Asthma,D000082,Acetaminophen,1
Asthma,D000086,Acetazolamide,0
Asthma,D000093542,Gemcitabine,0
Asthma,D000097627,Cefpodoxime Proxetil,0
Asthma,D000097797,Glyphosate,1
Asthma,D000109,Acetylcholine,1
Asthma,D000171,Acrolein,0
Asthma,D000241,Adenosine,1
Asthma,D000242,Cyclic AMP,1
Asthma,D000305,Adrenal Cortex Hormones,1
Asthma,D000318,Adrenergic beta-Agonists,1
Asthma,D000336,Aerosols,1
Asthma,D000393,Air Pollutants,1
Asthma,D000395,"Air Pollutants, Occupational",1
Asthma,D000420,Albuterol,1
Asthma,D000448,Aldicarb,1
Asthma,D000485,Allergens,1
Asthma,D000536,Aluminum Hydroxide,1
Asthma,D000537,Aluminum Oxide,0
Asthma,D000538,Aluminum Silicates,0
Asthma,D000577,Amides,1
Asthma,D000583,Amikacin,0
Asthma,D000628,Aminophylline,1
Asthma,D000638,Amiodarone,0
Asthma,D000644,Quaternary Ammonium Compounds,1
Asthma,D000666,Amphotericin B,0
Asthma,D000667,Ampicillin,0
Asthma,D000894,"Anti-Inflammatory Agents, Non-Steroidal",1
Asthma,D000942,"Antigens, Bacterial",1
Asthma,D000947,"Antigens, Helminth",0
Asthma,D000965,Antimony,0
Asthma,D001151,Arsenic,1
Asthma,D001194,Asbestos,0
Asthma,D001241,Aspirin,1
Asthma,D001280,Atrazine,0
Asthma,D001335,Vehicle Emissions,1
Asthma,D001507,Beclomethasone,1
Asthma,D001556,Hexachlorocyclohexane,1
Asthma,D001564,Benzo(a)pyrene,1
Asthma,D001572,Benzofurans,1
Asthma,D001622,Betaine,0
Asthma,D001761,Bleomycin,0
Asthma,D001786,Blood Glucose,0
Asthma,D001993,Bronchodilator Agents,1
Asthma,D002066,Busulfan,0
Asthma,D002084,Butylated Hydroxytoluene,0
Asthma,D002104,Cadmium,1
Asthma,D002110,Caffeine,0
Asthma,D002133,Calcium Sulfate,0
Asthma,D002211,Capsaicin,0
Asthma,D002215,Captan,1
Asthma,D002219,Carbamates,1
Asthma,D002228,Carbenicillin,0
Asthma,D002231,Carbimazole,1
Asthma,D002233,Carbocysteine,0
Asthma,D002244,Carbon,1
Asthma,D002246,Carbon Disulfide,1
Asthma,D002248,Carbon Monoxide,1
Asthma,D002251,Carbon Tetrachloride,1
Asthma,D002330,Carmustine,0
Asthma,D002439,Cefotaxime,0
Asthma,D002442,Ceftazidime,0
Asthma,D002443,Ceftriaxone,0
Asthma,D002444,Cefuroxime,0
Asthma,D002511,Cephalosporins,0
Asthma,D002512,Cephalothin,0
Asthma,D002701,Chloramphenicol,0
Asthma,D002706,Chlordan,1
Asthma,D002791,"Cholesterol, Dietary",0
Asthma,D002840,Chromates,1
Asthma,D002939,Ciprofloxacin,0
Asthma,D002945,Cisplatin,0
Asthma,D003031,Coal,0
Asthma,D003035,Cobalt,0
Asthma,D003042,Cocaine,1
Asthma,D003276,"Contraceptives, Oral",1
Asthma,D003372,Coumaphos,1
Asthma,D003404,Creatinine,0
Asthma,D003520,Cyclophosphamide,0
Asthma,D003561,Cytarabine,0
Asthma,D003609,Dactinomycin,0
Asthma,D003620,Dantrolene,0
Asthma,D003622,Dapsone,0
Asthma,D003630,Daunorubicin,0
Asthma,D003634,DDT,1
Asthma,D003707,Demeclocycline,0
Asthma,D003891,Desipramine,0
Asthma,D003907,Dexamethasone,1
Asthma,D003915,Dextromethorphan,1
Asthma,D003931,Diacetyl,0
Asthma,D003932,Heroin,1
Asthma,D003976,Diazinon,1
Asthma,D003996,Dicamba,0
Asthma,D004041,Dietary Fats,1
Asthma,D004051,Diethylhexyl Phthalate,0
Asthma,D004061,Diflunisal,0
Asthma,D004117,Dimethoate,0
Asthma,D004139,Dinitrofluorobenzene,1
Asthma,D004177,Dipyrone,0
Asthma,D004205,Cromolyn Sodium,1
Asthma,D004318,Doxycycline,0
Asthma,D004365,"Drugs, Chinese Herbal",1
Asthma,D004390,Chlorpyrifos,0
Asthma,D004391,Dust,1
Asthma,D004396,Coloring Agents,1
Asthma,D004642,Emodin,1
Asthma,D004656,Enalapril,0
Asthma,D004731,Endotoxins,1
Asthma,D004809,Ephedrine,1
Asthma,D004837,Epinephrine,1
Asthma,D004852,Epoxy Compounds,0
Asthma,D004917,Erythromycin,0
Asthma,D004929,Esculin,0
Asthma,D005047,Etoposide,0
Asthma,D005204,Farnesol,0
Asthma,D005280,Fenoterol,1
Asthma,D005473,Fluoxetine,0
Asthma,D005505,Food Coloring Agents,1
Asthma,D005520,Food Preservatives,1
Asthma,D005557,Formaldehyde,1
Asthma,D005659,"Fungicides, Industrial",1
Asthma,D005839,Gentamicins,0
Asthma,D005938,Glucocorticoids,1
Asthma,D005978,Glutathione,1
Asthma,D006024,Glycopyrrolate,1
Asthma,D006140,Guaifenesin,1
Asthma,D006221,Halothane,1
Asthma,D006493,Heparin,1
Asthma,D006533,Heptachlor,1
Asthma,D006540,Herbicides,1
Asthma,D006583,Hexadimethrine Bromide,0
Asthma,D006632,Histamine,1
Asthma,D006820,Hyaluronic Acid,0
Asthma,D006843,"Hydrocarbons, Chlorinated",1
Asthma,D006854,Hydrocortisone,1
Asthma,D006862,Hydrogen Sulfide,1
Asthma,D006918,Hydroxyurea,0
Asthma,D007052,Ibuprofen,1
Asthma,D007069,Ifosfamide,0
Asthma,D007213,Indomethacin,0
Asthma,D007306,Insecticides,0
Asthma,D007501,Iron,0
Asthma,D007545,Isoproterenol,1
Asthma,D007650,Ketanserin,0
Asthma,D007660,Ketoprofen,1
Asthma,D007665,Ketotifen,1
Asthma,D007840,Latex,0
Asthma,D007975,Leukotriene B4,1
Asthma,D008054,Lipid Peroxides,1
Asthma,D008070,Lipopolysaccharides,0
Asthma,D008130,Lomustine,0
Asthma,D008294,Malathion,1
Asthma,D008345,Manganese,0
Asthma,D008466,Mechlorethamine,0
Asthma,D008628,Mercury,1
Asthma,D008724,Methomyl,0
Asthma,D008727,Methotrexate,1
Asthma,D008775,Methylprednisolone,1
Asthma,D008787,Metoclopramide,1
Asthma,D008802,Mezlocillin,0
Asthma,D008911,Minocycline,0
Asthma,D009151,Mustard Gas,1
Asthma,D009241,Ipratropium,1
Asthma,D009466,Neuromuscular Blocking Agents,1
Asthma,D009525,Niacin,0
Asthma,D009529,Nicardipine,1
Asthma,D009532,Nickel,0
Asthma,D009538,Nicotine,0
Asthma,D009543,Nifedipine,1
Asthma,D009566,Nitrates,1
Asthma,D009569,Nitric Oxide,1
Asthma,D009585,Nitrogen Dioxide,1
Asthma,D009589,Nitrogen Oxides,1
Asthma,D009638,Norepinephrine,0
Asthma,D009921,Metaproterenol,1
Asthma,D010047,Ovalbumin,1
Asthma,D010100,Oxygen,0
Asthma,D010109,Oxymetazoline,0
Asthma,D010126,Ozone,1
Asthma,D010269,Paraquat,1
Asthma,D010278,Parathion,1
Asthma,D010400,Penicillin G,0
Asthma,D010406,Penicillins,0
Asthma,D010575,Pesticides,1
Asthma,D010578,Petroleum,0
Asthma,D010615,Phenacetin,0
Asthma,D010634,Phenobarbital,1
Asthma,D010702,Phorate,1
Asthma,D010755,Organophosphates,1
Asthma,D010846,Picloram,0
Asthma,D010878,Piperacillin,0
Asthma,D010894,Piroxicam,0
Asthma,D010972,Platelet Activating Factor,1
Asthma,D011078,Polychlorinated Biphenyls,1
Asthma,D011084,Polycyclic Aromatic Hydrocarbons,1
Asthma,D011239,Prednisolone,1
Asthma,D011241,Prednisone,1
Asthma,D011433,Propranolol,1
Asthma,D011722,Pyrethrins,0
Asthma,D011791,Quartz,0
Asthma,D011794,Quercetin,0
Asthma,D012378,Rodenticides,0
Asthma,D012460,Sulfasalazine,0
Asthma,D012721,Carbaryl,1
Asthma,D012822,Silicon Dioxide,0
Asthma,D012835,Silver Nitrate,0
Asthma,D012839,Simazine,0
Asthma,D012905,Smog,0
Asthma,D012906,Smoke,1
Asthma,D012980,Sodium Salicylate,1
Asthma,D012997,Solvents,1
Asthma,D013256,Steroids,0
Asthma,D013307,Streptomycin,0
Asthma,D013311,Streptozocin,1
Asthma,D013431,Sulfates,1
Asthma,D013458,Sulfur Dioxide,1
Asthma,D013578,Synephrine,1
Asthma,D013645,Tartrazine,1
Asthma,D013654,Taurine,0
Asthma,D013726,Terbutaline,1
Asthma,D013749,Tetrachlorodibenzodioxin,0
Asthma,D013752,Tetracycline,0
Asthma,D013759,Dronabinol,0
Asthma,D013806,Theophylline,1
Asthma,D013999,Timolol,1
Asthma,D014028,Tobacco Smoke Pollution,1
Asthma,D014031,Tobramycin,0
Asthma,D014051,"Toluene 2,4-Diisocyanate",1
Asthma,D014212,Tretinoin,1
Asthma,D014222,Triamcinolone Acetonide,1
Asthma,D014260,Triclosan,1
Asthma,D014274,Trifluralin,0
Asthma,D014414,Tungsten,0
Asthma,D014580,Ursodeoxycholic Acid,0
Asthma,D014639,Vanadium,0
Asthma,D014640,Vancomycin,0
Asthma,D014665,Vasodilator Agents,1
Asthma,D014700,Verapamil,0
Asthma,D014747,Vinblastine,0
Asthma,D014750,Vincristine,0
Asthma,D014751,Vindesine,0
Asthma,D014801,Vitamin A,1
Asthma,D014859,Warfarin,0
Asthma,D015032,Zinc,1
Asthma,D015034,Zinc Oxide,0
Asthma,D015084,"2,4-Dichlorophenoxyacetic Acid",1
Asthma,D015242,Ofloxacin,0
Asthma,D015289,Leukotrienes,1
Asthma,D015365,Enoxacin,0
Asthma,D015662,"Trimethoprim, Sulfamethoxazole Drug Combination",1
Asthma,D015946,Ethylene Dibromide,1
Asthma,D016190,Carboplatin,0
Asthma,D016210,Methacholine Chloride,1
Asthma,D016576,Fleroxacin,1
Asthma,D016578,Crack Cocaine,0
Asthma,D016589,Astemizole,0
Asthma,D016593,Terfenadine,1
Asthma,D017239,Paclitaxel,0
Asthma,D017265,Procaterol,1
Asthma,D017291,Clarithromycin,0
Asthma,D017308,Etodolac,0
Asthma,D017332,Cetirizine,0
Asthma,D017336,Loratadine,1
Asthma,D017632,"Asbestos, Serpentine",0
Asthma,D017633,Magnesium Silicates,0
Asthma,D017636,"Asbestos, Amphibole",0
Asthma,D017638,"Asbestos, Crocidolite",0
Asthma,D017639,"Asbestos, Amosite",0
Asthma,D017835,Nedocromil,1
Asthma,D017963,Azithromycin,0
Asthma,D017997,Leukotriene C4,1
Asthma,D017998,Leukotriene D4,1
Asthma,D018030,Silver Compounds,0
Asthma,D018038,Sodium Selenite,0
Asthma,D018927,Anti-Asthmatic Agents,1
Asthma,D019216,"Metals, Heavy",0
Asthma,D019256,Cadmium Chloride,0
Asthma,D019257,Quinpirole,0
Asthma,D019287,Zinc Sulfate,0
Asthma,D019327,Copper Sulfate,0
Asthma,D019782,Riluzole,0
Asthma,D019819,Budesonide,1
Asthma,D019821,Simvastatin,0
Asthma,D019980,Amoxicillin-Potassium Clavulanate Combination,0
Asthma,D020024,Leukotriene Antagonists,1
Asthma,D020058,Styrene,0
Asthma,D020123,Sirolimus,0
Asthma,D020156,Salicylic Acid,1
Asthma,D020682,Cefixime,0
Asthma,D024504,gamma-Tocopherol,1
Asthma,D026023,Permethrin,1
Asthma,D028321,Plant Preparations,1
Asthma,D037742,"Nanotubes, Carbon",0
Asthma,D039741,"Antigens, Dermatophagoides",1
Asthma,D047071,beta-Glucans,1
Asthma,D047310,Apigenin,0
Asthma,D052638,Particulate Matter,1
Asthma,D053260,Soot,1
Asthma,D058185,Magnetite Nanoparticles,0
Asthma,D058988,Phosphodiesterase 4 Inhibitors,1
Asthma,D060729,Coal Ash,0
Asthma,D064747,Lansoprazole,1
Asthma,D065819,Voriconazole,0
Bronchitis,C000610679,bufei jianpi,0
Bronchitis,C000623021,3-(pyridin-3-ylsulfonyl)-5-(trifluoromethyl)-2H-chromen-2-one,0
Bronchitis,C000626046,RU.521,0
Bronchitis,C000630836,LGM2605,0
Bronchitis,C001899,triptolide,0
Bronchitis,C002003,bentazone,0
Bronchitis,C003237,proxyphylline,0
Bronchitis,C003330,trospium chloride,0
Bronchitis,C004600,bufotalin,0
Bronchitis,C005274,naringin,0
Bronchitis,C005969,"4,4'-diphenylmethane diisocyanate",0
Bronchitis,C006780,bisphenol A,0
Bronchitis,C007734,flunisolide,0
Bronchitis,C007836,geraniol,0
Bronchitis,C008450,7-methylguanine,0
Bronchitis,C008514,methylxanthine,0
Bronchitis,C009495,titanium dioxide,0
Bronchitis,C010809,tulobuterol,0
Bronchitis,C011674,bacampicillin,0
Bronchitis,C011685,bitolterol,0
Bronchitis,C011765,troclosene,0
Bronchitis,C012037,solasodine,0
Bronchitis,C012260,cyclocreatine,0
Bronchitis,C012293,tranilast,0
Bronchitis,C012655,nimesulide,0
Bronchitis,C015001,arsenite,1
Bronchitis,C015262,"1,6-hexamethylene diisocyanate",0
Bronchitis,C015559,trimellitic anhydride,0
Bronchitis,C017590,oxitropium,0
Bronchitis,C018511,4-dichlorobenzene,0
Bronchitis,C021183,"1,7-dimethylxanthine",0
Bronchitis,C022944,gossypin,0
Bronchitis,C023616,zinc chromate,0
Bronchitis,C023617,"pregna-4,17-diene-3,16-dione",0
Bronchitis,C023898,butylate,0
Bronchitis,C024070,pycnogenols,0
Bronchitis,C024746,tobacco tar,1
Bronchitis,C025256,nonylphenol,0
Bronchitis,C025759,saikosaponin D,0
Bronchitis,C027118,didecyldimethylammonium,0
Bronchitis,C027561,butylbenzyl phthalate,0
Bronchitis,C027576,4-hydroxy-2-nonenal,0
Bronchitis,C028007,nickel monoxide,0
Bronchitis,C028305,syringin,0
Bronchitis,C029536,2-oxothiazolidine-4-carboxylic acid,0
Bronchitis,C029797,doxofylline,0
Bronchitis,C029938,nickel sulfate,0
Bronchitis,C030583,ceric oxide,0
Bronchitis,C030809,"fenoterol, ipratropium drug combination",0
Bronchitis,C030856,pendimethalin,0
Bronchitis,C030973,cupric oxide,0
Bronchitis,C030984,pyrene,0
Bronchitis,C031180,chrysene,0
Bronchitis,C031181,phenanthrene,0
Bronchitis,C031278,2-chloroethyl ethyl sulfide,0
Bronchitis,C031818,"enterotoxin B, staphylococcal",0
Bronchitis,C032742,triclopyr,0
Bronchitis,C033146,1-hydroxypyrene,0
Bronchitis,C034206,Ribomunyl,0
Bronchitis,C034347,enprofylline,0
Bronchitis,C034587,CHOP protocol,0
Bronchitis,C035353,M-BACOD protocol,0
Bronchitis,C035978,cefbuperazone,1
Bronchitis,C036251,EPTC,0
Bronchitis,C036567,perfluorodecanoic acid,0
Bronchitis,C038459,curdlan,0
Bronchitis,C041507,1-methylphenanthrene,0
Bronchitis,C043103,phthalic anhydride,0
Bronchitis,C043836,naphthalan,0
Bronchitis,C044101,"endotoxin, Escherichia coli",0
Bronchitis,C045651,epigallocatechin gallate,0
Bronchitis,C047681,pranlukast,0
Bronchitis,C047766,bambuterol,0
Bronchitis,C048629,strontium chromate,0
Bronchitis,C048927,"1,5-anhydrofructose",0
Bronchitis,C051082,beta-eudesmol,0
Bronchitis,C051309,doqualast,0
Bronchitis,C053342,brevetoxin,0
Bronchitis,C055172,N-7-(2-(nitrophenyldithio)ethyl)mitomycin C,0
Bronchitis,C056165,acetovanillone,0
Bronchitis,C057710,cefditoren pivoxil,0
Bronchitis,C058216,perilla seed oil,0
Bronchitis,C059141,verlukast,0
Bronchitis,C059528,14-hydroxydocosahexaenoic acid,0
Bronchitis,C060230,seratrodast,0
Bronchitis,C060540,polyhexamethyleneguanidine,0
Bronchitis,C060728,cobalt oxide,0
Bronchitis,C060980,"phosphatidylinositol 3,4-diphosphate",0
Bronchitis,C062735,zafirlukast,0
Bronchitis,C062894,"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",0
Bronchitis,C062940,quinupristin-dalfopristin,0
Bronchitis,C063119,ramatroban,0
Bronchitis,C063449,zileuton,0
Bronchitis,C066075,vanadium pentoxide,1
Bronchitis,C068538,liposomal amphotericin B,0
Bronchitis,C069471,aluminum oxide hydroxide,0
Bronchitis,C070074,m-ACOD protocol,0
Bronchitis,C070272,valspodar,0
Bronchitis,C071005,BUCY-2 protocol,0
Bronchitis,C075750,8-epi-prostaglandin F2alpha,0
Bronchitis,C076944,salvianolic acid B,0
Bronchitis,C076994,perfluorooctane sulfonic acid,0
Bronchitis,C077110,ambroxol-theophylline-7-acetate,1
Bronchitis,C080276,mono(2-ethyl-5-oxohexyl)phthalate,0
Bronchitis,C085278,hydroxysafflor yellow A,0
Bronchitis,C085514,wogonin,0
Bronchitis,C087867,"polymeric 4,4'-diphenylmethane diisocyanate",0
Bronchitis,C088860,"4-((3-bromophenyl)amino)-6,7-dimethoxyquinazoline",0
Bronchitis,C092704,MINE protocol,0
Bronchitis,C093230,fexofenadine,0
Bronchitis,C093875,montelukast,0
Bronchitis,C094049,apaflurane,0
Bronchitis,C095476,"theophylline, salbutamol drug combination",0
Bronchitis,C099445,S 28463,0
Bronchitis,C101816,perfluoro-n-nonanoic acid,0
Bronchitis,C105311,FR 173657,0
Bronchitis,C112381,cysteinyl-leukotriene,0
Bronchitis,C118790,angiotensin I (1-7),0
Bronchitis,C121345,desloratadine,0
Bronchitis,C424423,Roflumilast,0
Bronchitis,C432165,pyrazolanthrone,0
Bronchitis,C433247,Cilomilast,0
Bronchitis,C433788,"lipopolysaccharide, E. coli O26-B6",0
Bronchitis,C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",0
Bronchitis,C440499,"lipopolysaccharide, Escherichia coli O111 B4",0
Bronchitis,C446402,ovalbumin-alum,0
Bronchitis,C472067,levocetirizine,0
Bronchitis,C479069,mono(2-ethyl-5-hydroxyhexyl) phthalate,0
Bronchitis,C492470,fluor-edenite,0
Bronchitis,C506365,Cyclohexane,0
Bronchitis,C512161,bisphenol A glucuronide,0
Bronchitis,C525002,ST2825,0
Bronchitis,C532967,yupingfeng,0
Bronchitis,C539252,"3-(2,4-diamino-6-(3-hydroxyphenyl)pteridin-7-yl)phenol",0
Bronchitis,C542398,PH 797804,0
Bronchitis,C542859,aclidinium bromide,0
Bronchitis,C543534,"6-(5-((cyclopropylamino)carbonyl)-3-fluoro-2-methylphenyl)-N-(2,2-dimethylprpyl)-3-pyridinecarboxamide",0
Bronchitis,C550144,cang er zi wan,0
Bronchitis,C561691,18(R)-hydroxyeicosapentaenoic acid,0
Bronchitis,C569762,"N-(1-(3-chloro-4-hydroxyphenyl)-3-(1,1-dimethylethyl)-1H-pyrazol-5-yl)-N'-((2-((3-(2-((2-hydroxyethyl)thio)phenyl)-1,2,4-triazolo(4,3-a)pyridin-6-yl)thio)phenyl)methyl)-urea",0
Bronchitis,C572629,FPS-ZM1,0
Bronchitis,C574213,dilmapimod,0
Bronchitis,C574914,Bu-Fei-Yi-Shen,0
Bronchitis,C583570,revefenacin,0
Bronchitis,D000068297,Fluticasone-Salmeterol Drug Combination,0
Bronchitis,D000068298,Fluticasone,0
Bronchitis,D000068299,Salmeterol Xinafoate,1
Bronchitis,D000068338,Everolimus,0
Bronchitis,D000068437,Pemetrexed,0
Bronchitis,D000068656,Mometasone Furoate,0
Bronchitis,D000068677,Sildenafil Citrate,0
Bronchitis,D000068759,Formoterol Fumarate,0
Bronchitis,D000069349,Linezolid,0
Bronchitis,D000069447,Tiotropium Bromide,0
Bronchitis,D000069470,Venlafaxine Hydrochloride,0
Bronchitis,D000077143,Docetaxel,0
Bronchitis,D000077154,Rosiglitazone,0
Bronchitis,D000077156,Gefitinib,0
Bronchitis,D000077185,Resveratrol,0
Bronchitis,D000077209,Decitabine,0
Bronchitis,D000077213,Lamotrigine,0
Bronchitis,D000077237,Arsenic Trioxide,0
Bronchitis,D000077266,Moxifloxacin,0
Bronchitis,D000077332,Artesunate,0
Bronchitis,D000077337,Vorinostat,0
Bronchitis,D000077407,Cilostazol,0
Bronchitis,D000077547,Crizotinib,0
Bronchitis,D000077551,Micafungin,0
Bronchitis,D000077591,Eucalyptol,0
Bronchitis,D000077731,Meropenem,0
Bronchitis,D000079,Acetaldehyde,0
Bronchitis,D000082,Acetaminophen,0
Bronchitis,D000086,Acetazolamide,0
